sentence,label,wc,sscore,nega,prosing,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
i have no motivation anymore,Yes,5,-0.357770876,0,20,1,1,99,25.77,5,40,100,80,40,20,20,0,0,0,0,20,0,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,20,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naturally everything got always cancelled,Yes,5,-0.357770876,20,0,52.71,97.69,43.37,25.77,5,60,60,20,20,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,20,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want to actively suppress all memory of last year and however much of this year and beyond god forbid covid steals from us,Yes,24,-0.357217254,12.5,4.166666667,72.69,50,74.76,1,24,12.5,95.83,45.83,12.5,8.33,4.17,4.17,0,0,0,4.17,0,20.83,0,8.33,12.5,0,8.33,0,0,0,0,8.33,12.5,4.17,8.33,0,0,0,4.17,0,0,0,0,16.67,4.17,0,4.17,0,4.17,4.17,0,0,0,0,0,0,0,0,0,20.83,4.17,0,12.5,4.17,4.17,0,8.33,0,16.67,0,4.17,12.5,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it was only for 2 minutes but i was internally screaming,Yes,10,-0.355756237,10,10,4.01,3.48,99,1,11,27.27,90.91,63.64,18.18,9.09,9.09,0,0,0,0,9.09,0,9.09,18.18,9.09,9.09,0,18.18,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it is like you have been in a giant battle from lord of the rings with all of this chaos and death and destruction all around you and you saw people being given swords to fight and you are finally part of the resistance,Yes,44,-0.35427583,13.63636364,9.090909091,75.34,98.8,2.4,1,44,6.82,95.45,63.64,13.64,9.09,0,0,9.09,0,0,4.55,6.82,20.45,11.36,4.55,9.09,0,15.91,2.27,2.27,0,0,6.82,6.82,0,6.82,0,6.82,0,13.64,0,0,0,0,4.55,0,0,0,0,4.55,0,4.55,2.27,2.27,0,0,0,0,0,0,9.09,0,0,9.09,0,0,6.82,6.82,0,9.09,0,6.82,2.27,0,0,0,0,2.27,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have been terrified of mail groceries and takeout,Yes,9,-0.333333333,11.11111111,11.11111111,18.82,50,4.97,1,9,33.33,88.89,55.56,11.11,11.11,11.11,0,0,0,0,0,0,11.11,22.22,0,11.11,0,22.22,11.11,0,0,0,0,11.11,0,11.11,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so my questions are this 1 why does it feel like it is not getting better?,Yes,15,-0.077459667,0,6.666666667,1,3.05,74.76,99,16,12.5,93.75,68.75,25,6.25,6.25,0,0,0,0,18.75,0,6.25,18.75,12.5,6.25,6.25,31.25,6.25,12.5,6.25,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,0,25,12.5,6.25,0,6.25,0,6.25,6.25,0,0,6.25,0,0,0,0,0,12.5,0,6.25,0,12.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0,0,0,0,0
i keep saying like you probably have more of a chance to die in a car crash on the way to get the vaccine than having a deadly side effect,Yes,30,-0.346890953,10,6.666666667,99,63.05,82.75,25.77,30,6.67,90,56.67,6.67,6.67,3.33,0,3.33,0,0,0,16.67,23.33,6.67,3.33,0,0,20,6.67,10,0,0,3.33,0,0,0,0,0,0,6.67,0,0,0,0,13.33,3.33,3.33,0,6.67,0,3.33,3.33,0,3.33,0,0,0,0,0,0,3.33,0,0,0,3.33,0,0,13.33,0,16.67,3.33,13.33,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when you are going through trauma you feel like it is never going to end,Yes,15,-0.064549722,6.666666667,13.33333333,8.69,97.69,99,1,15,6.67,100,66.67,20,13.33,0,0,13.33,0,0,6.67,0,20,13.33,13.33,6.67,6.67,33.33,0,6.67,6.67,0,0,6.67,0,6.67,0,0,0,13.33,0,0,0,0,13.33,6.67,0,0,0,6.67,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,20,13.33,33.33,13.33,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have just been going back and forth between feeling completely numb and completely falling apart in sobbing fits,Yes,19,-0.332652814,15.78947368,5.263157895,12.81,14.62,99,1,19,31.58,84.21,57.89,5.26,5.26,5.26,0,0,0,0,0,0,10.53,10.53,21.05,10.53,0,26.32,0,0,0,0,0,5.26,0,5.26,0,0,5.26,0,0,0,0,0,21.05,5.26,0,0,0,10.53,5.26,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,5.26,26.32,10.53,15.79,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am a junior in university and i feel like this pandemic combined with online school has really burnt me out and i feel so fearful of my future,Yes,29,-0.334251609,10.34482759,17.24137931,41.01,1.94,99,1,29,13.79,89.66,62.07,20.69,17.24,17.24,0,0,0,0,3.45,3.45,17.24,6.9,6.9,10.34,0,13.79,0,3.45,0,0,0,3.45,0,3.45,3.45,0,0,0,0,0,0,0,10.34,6.9,0,0,0,0,3.45,10.34,0,0,10.34,0,0,0,0,0,3.45,0,0,3.45,0,0,0,13.79,3.45,10.34,0,6.9,3.45,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am so fucking sick of it,Yes,7,-0.340168026,28.57142857,14.28571429,1,1,13.15,1,7,14.29,100,71.43,28.57,14.29,14.29,0,0,0,0,14.29,0,14.29,14.29,14.29,14.29,0,14.29,28.57,0,0,0,0,28.57,0,28.57,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i hate myself so much,Yes,5,-0.335410197,20,40,1,1,99,1,5,0,100,60,40,40,40,0,0,0,0,0,0,0,0,20,20,0,20,0,0,0,0,20,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how lonely it all was,Yes,5,-0.335410197,20,0,1,50,1,1,5,0,100,60,20,0,0,0,0,0,0,20,0,0,20,20,20,0,20,0,0,20,0,20,20,0,20,0,0,20,0,0,0,0,0,40,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i hate living this way,Yes,5,-0.335410197,20,20,8.69,2.31,99,1,5,0,100,40,40,20,20,0,0,0,0,20,0,0,0,0,0,0,40,0,0,0,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
people were losing their sanity,Yes,5,-0.335410197,20,0,8.69,99,1,1,5,0,80,40,20,20,0,0,0,0,20,0,0,0,20,0,0,0,40,0,0,0,0,0,20,0,20,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my mental health is destroyed,Yes,5,-0.335410197,20,20,8.69,2.31,43.37,1,5,20,100,40,20,20,20,0,0,0,0,0,0,0,20,0,0,0,20,20,0,0,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,20,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the room was tiny and seemingly unventilated and i am freaking out about my risk,Yes,15,-0.322748612,13.33333333,13.33333333,34.14,2.31,99,1,15,20,93.33,60,13.33,13.33,13.33,0,0,0,0,0,6.67,13.33,13.33,6.67,13.33,0,13.33,6.67,0,0,0,0,13.33,0,13.33,6.67,0,0,0,0,0,0,0,6.67,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,6.67,0,6.67,6.67,6.67,0,20,0,20,0,0,0,6.67,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i just feel so defeated from all of this,Yes,9,-0.333333333,11.11111111,11.11111111,18.82,13.32,58.07,1,9,11.11,100,66.67,22.22,11.11,11.11,0,0,0,0,11.11,0,22.22,0,22.22,11.11,0,11.11,0,0,0,0,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,22.22,11.11,0,0,0,11.11,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the world feels like an unsafe and threatening place,Yes,9,-0.333333333,22.22222222,0,99,50,98.01,1,9,11.11,100,44.44,0,0,0,0,0,0,0,0,22.22,11.11,0,0,11.11,0,11.11,11.11,11.11,0,0,0,22.22,0,22.22,11.11,11.11,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,22.22,0,0,11.11,0,22.22,0,11.11,0,22.22,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
death death death it is a deathfest you would hope that you could just go online and try to pass the time and watch some tv series but no,Yes,29,-0.324966842,10.34482759,6.896551724,23.57,75.49,1,85.87,29,3.45,96.55,51.72,13.79,6.9,0,0,6.9,0,0,6.9,6.9,3.45,10.34,3.45,10.34,3.45,24.14,0,0,0,0,6.9,3.45,3.45,0,0,0,0,6.9,0,0,0,0,20.69,0,0,10.34,10.34,0,3.45,3.45,3.45,0,0,0,0,0,0,0,3.45,0,3.45,0,0,0,0,20.69,3.45,10.34,6.9,0,3.45,0,3.45,0,0,0,13.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
good evening all i was eating my dinner tonight and i realised after i ate it that i had forgotten to wash my hands i am now spiralling into a panic attack really worried about all the surfaces handles and food packaging that i have touched and then touched my food how likely am i to get the virus?,Yes,59,-0.324170388,8.474576271,16.94915254,21.06,3.13,94.33,1,59,18.64,91.53,55.93,22.03,16.95,16.95,0,0,0,0,5.08,5.08,8.47,8.47,6.78,8.47,0,16.95,3.39,1.69,1.69,0,3.39,6.78,1.69,5.08,3.39,1.69,0,0,0,0,0,0,8.47,0,1.69,0,1.69,3.39,1.69,5.08,0,0,5.08,11.86,1.69,1.69,0,8.47,5.08,0,0,1.69,3.39,0,6.78,10.17,3.39,11.86,0,3.39,8.47,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,1.69,0,0,0,0,0,0
my last months of freedom before a life of misery and stress and i do not even get to enjoy them,Yes,21,-0.327326835,9.523809524,9.523809524,68.29,7.67,89.63,25.77,21,4.76,100,61.9,14.29,14.29,9.52,0,0,0,4.76,0,4.76,19.05,4.76,4.76,9.52,4.76,9.52,4.76,4.76,0,0,0,19.05,9.52,9.52,9.52,0,4.76,4.76,0,0,0,0,4.76,0,0,0,0,0,4.76,0,0,0,0,4.76,0,4.76,0,0,4.76,0,0,0,4.76,0,0,9.52,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
and now everything went to hell,Yes,6,-0.326598632,16.66666667,0,18.82,50,98.01,1,6,16.67,100,66.67,16.67,0,0,0,0,0,0,16.67,0,16.67,0,16.67,16.67,0,16.67,0,0,0,0,0,16.67,0,16.67,0,16.67,0,16.67,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,33.33,16.67,0,16.67,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but i am freaking out wondering if i could smell and taste these things just right or if the change of taste or smell would be so minute i would hardly recognize it,Yes,33,-0.326395605,12.12121212,9.090909091,1,1,85.21,1.59,33,9.09,100,69.7,18.18,9.09,9.09,0,0,0,0,9.09,3.03,6.06,15.15,9.09,21.21,0,18.18,0,0,0,0,0,3.03,0,3.03,0,0,0,0,0,0,0,0,36.36,6.06,3.03,15.15,18.18,0,15.15,12.12,0,0,0,6.06,0,0,0,6.06,0,0,0,0,0,0,0,6.06,0,12.12,3.03,6.06,3.03,0,0,0,0,0,0,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trigger warning homelessness mental healthy suicidal thoughts gross body stuff people are saying everything is going back to normal and i realize for me that is not going to be even remotely the reality,Yes,34,-0.325847312,11.76470588,5.882352941,34.65,38.42,81.91,1.76,34,29.41,97.06,50,14.71,5.88,5.88,0,0,0,0,8.82,2.94,8.82,11.76,5.88,2.94,2.94,23.53,11.76,0,0,0,0,8.82,2.94,5.88,0,0,0,8.82,0,0,0,0,14.71,5.88,2.94,0,0,2.94,2.94,2.94,0,2.94,0,2.94,2.94,0,0,0,5.88,0,0,2.94,0,2.94,0,14.71,5.88,11.76,5.88,5.88,2.94,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but then the whole world fell apart and i have nothing anymore,Yes,12,-0.324759526,8.333333333,8.333333333,1.92,1,99,25.77,12,16.67,100,66.67,16.67,8.33,8.33,0,0,0,0,8.33,8.33,0,8.33,0,25,8.33,16.67,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,8.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,8.33,41.67,8.33,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i can not get over the feeling that the outside world is unsafe and contaminated,Yes,15,-0.322748612,13.33333333,6.666666667,70.69,2.31,99,1,15,20,93.33,66.67,13.33,6.67,6.67,0,0,0,0,6.67,13.33,13.33,13.33,0,6.67,6.67,20,6.67,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,0,6.67,6.67,0,0,6.67,0,0,0,0,0,20,0,0,6.67,6.67,6.67,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i make myself go through all of the daily things even though i just want to lay in bed cry and die,Yes,22,-0.319801075,9.090909091,13.63636364,57.84,3.48,85.21,1,22,4.55,100,59.09,18.18,13.64,13.64,0,0,0,0,4.55,4.55,18.18,0,13.64,9.09,0,27.27,4.55,0,0,0,4.55,4.55,0,4.55,0,0,4.55,0,0,0,0,0,18.18,0,4.55,4.55,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.73,0,13.64,4.55,4.55,4.55,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
here is to another year of lockdown another year closer to 30 the point of no return where your life becomes one big pandemic because your life will be boring forever,Yes,30,-0.319504825,6.666666667,0,45.37,83.34,90.96,1.23,31,22.58,90.32,54.84,12.9,6.45,0,0,6.45,0,0,6.45,3.23,12.9,12.9,6.45,3.23,3.23,12.9,9.68,3.23,3.23,6.45,6.45,3.23,0,3.23,0,0,0,6.45,0,0,0,0,9.68,3.23,3.23,0,0,3.23,0,0,0,0,0,6.45,0,6.45,0,0,3.23,0,0,3.23,0,0,0,9.68,3.23,25.81,0,12.9,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am terrified that this appointment will cause me to get covid two days before my covid vaccine or to have to turn down the vaccine for fear of exposure,Yes,30,-0.319504825,6.666666667,10,89.57,9.13,82.75,1,30,16.67,80,56.67,16.67,10,10,0,0,0,0,6.67,3.33,23.33,10,0,3.33,0,16.67,6.67,3.33,0,3.33,0,6.67,0,6.67,6.67,0,0,0,0,0,0,0,6.67,0,3.33,0,3.33,0,3.33,0,0,0,0,0,0,0,0,0,6.67,0,0,3.33,3.33,0,0,13.33,3.33,13.33,3.33,3.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i do not think it is worth continuing on the virus has won,Yes,13,-0.318952613,7.692307692,7.692307692,24.14,1.07,94.81,99,13,7.69,84.62,61.54,15.38,7.69,7.69,0,0,0,0,7.69,7.69,7.69,23.08,0,0,7.69,38.46,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,7.69,0,7.69,30.77,0,7.69,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i also read that some 10 of those who get covid become long haulers which seems insane if true,Yes,18,-0.318198052,5.555555556,5.555555556,6.56,29.92,50.35,97.58,19,5.26,84.21,47.37,26.32,5.26,5.26,0,0,0,0,21.05,0,5.26,5.26,5.26,10.53,0,21.05,10.53,0,10.53,5.26,5.26,5.26,5.26,0,0,0,0,5.26,0,0,0,0,26.32,10.53,0,5.26,15.79,5.26,5.26,0,0,0,0,0,0,0,0,0,5.26,0,0,0,5.26,0,0,15.79,0,5.26,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
if i have to wait any longer i will die,Yes,10,-0.316227766,20,20,8.69,1,99,25.77,10,0,100,60,20,20,20,0,0,0,0,0,0,10,20,0,10,0,40,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,20,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it all makes my blood boil and my skin crawl,Yes,10,-0.316227766,10,20,8.69,2.31,93.3,25.77,10,0,100,40,30,20,20,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,10,0,10,0,0,10,30,20,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
some of the thoughts that crush me are this will never end as a result of this i will never date again life has become meaningless i know there are vaccines coming and great projections of hope on the way at least in the us not up here in canada but even then my intrusive thoughts say that somehow the vaccine will fail and wel be constantly on this hamster wheel of lockdowns forever,Yes,74,-0.370539348,5.405405405,5.405405405,40.48,24.95,99,51.03,74,16.22,86.49,63.51,13.51,6.76,5.41,1.35,0,0,0,6.76,6.76,14.86,10.81,10.81,6.76,4.05,16.22,4.05,2.7,0,0,2.7,4.05,2.7,1.35,0,0,1.35,4.05,0,1.35,0,0,18.92,6.76,1.35,1.35,4.05,4.05,2.7,1.35,0,1.35,0,1.35,0,1.35,0,0,5.41,1.35,1.35,2.7,1.35,1.35,0,10.81,8.11,21.62,1.35,9.46,10.81,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my sister is there but is a teacher and terrified she is going to give covid to my mom so prior to this she was really keeping her distance,Yes,29,-0.313360883,3.448275862,6.896551724,7.24,75.49,11.5,1,29,13.79,93.1,65.52,20.69,17.24,6.9,0,0,10.34,0,3.45,3.45,10.34,13.79,10.34,10.34,0,20.69,3.45,0,0,0,0,3.45,0,3.45,3.45,0,0,20.69,6.9,0,17.24,0,6.9,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,6.9,3.45,0,3.45,0,0,6.9,13.79,3.45,10.34,3.45,3.45,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am sick of it i am tired of wearing masks i am sick of not going out and living my damn life,Yes,23,-0.312771621,17.39130435,17.39130435,35.67,1,94.19,1,23,4.35,95.65,60.87,21.74,17.39,17.39,0,0,0,0,4.35,0,17.39,13.04,0,4.35,4.35,26.09,13.04,0,0,0,0,13.04,0,13.04,0,4.35,0,0,0,0,0,0,4.35,0,0,0,0,0,4.35,0,0,0,0,26.09,4.35,21.74,0,0,0,0,0,0,0,0,0,13.04,4.35,8.7,4.35,4.35,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my fear is i am going to catch the virus while there to get the vaccine,Yes,16,-0.3125,12.5,12.5,72.69,10.58,95.6,1,16,6.25,87.5,62.5,12.5,12.5,12.5,0,0,0,0,0,12.5,12.5,12.5,6.25,6.25,0,25,0,0,0,0,0,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,18.75,6.25,18.75,12.5,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
additionally this pandemic has destroyed any of my ability to take political communication by it is word,Yes,17,-0.303169531,11.76470588,5.882352941,74.42,50,1,1,17,35.29,82.35,47.06,17.65,5.88,5.88,0,0,0,0,11.76,0,17.65,11.76,0,0,0,17.65,5.88,0,0,0,5.88,5.88,0,5.88,0,5.88,0,5.88,0,0,0,0,5.88,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,29.41,5.88,5.88,11.76,5.88,0,0,17.65,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
we are almost running out of our savings and none of us work not even from home so there is no income problem is my parents are in the risk group and since everything started we are maniacs disinfecting everything that comes from the outside we take off clothes as soon as we get home and straight to the shower but i want to say again that we do it in a kinda maniac way because when we arrive we leave things in designated places for almost a week except meat or dairy and then wash them with some soap then some bleach anyway i have more anecdotes as how basically thinks that everything from our front door to the outside is radioactive and have to be decontaminating or how we started to avoid buying hand manipulated food like bread pizza and things like that except meat so i want to ask you guys if any of you are still doing this things with people in the risk group too at home and if not how did you manage to handle the situation since almost a year doing this is driving us crazy i am sorry if it is too much text i really did not know where to get help about this since i kinda had a problem with phobia to bacteria and viruses before the pandemia and this only made it worse,Yes,234,-0.312478375,6.41025641,4.273504274,34.59,77.92,46.75,1,234,11.97,94.44,65.81,17.09,9.83,2.99,5.13,1.28,0,0.43,7.26,4.7,17.09,8.12,9.4,11.54,2.14,15.38,3.85,3.42,2.14,0,3.42,4.7,0,4.7,1.71,0.85,0.43,11.54,0.43,0.43,0,0.43,16.24,0.85,3.85,2.99,5.56,1.28,5.13,1.28,0,0.85,0.43,3.85,0.85,0.85,0,2.14,11.97,6.84,0.43,1.28,1.28,2.56,2.56,12.39,1.28,14.53,2.14,6.41,5.98,1.28,0.85,2.14,1.28,0,0,1.28,0,0.85,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0
the world feels like it is getting smaller and smaller i am tired of the constant mismanagement of these huge crises it feels like we are left on our own to deal with everything with no help coming,Yes,38,-0.3082207,7.894736842,2.631578947,86.88,85.38,90.72,25.77,38,15.79,92.11,57.89,18.42,7.89,2.63,5.26,0,0,0,10.53,5.26,21.05,7.89,0,2.63,2.63,21.05,7.89,10.53,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,7.89,5.26,0,0,0,2.63,0,5.26,0,0,5.26,2.63,0,2.63,0,0,21.05,7.89,0,10.53,2.63,2.63,2.63,13.16,2.63,21.05,2.63,15.79,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am actually going crazy and i swear i can not live like this anymore,Yes,15,-0.348568501,13.33333333,20,1,1,99,1,15,13.33,93.33,73.33,33.33,20,20,0,0,0,0,13.33,0,6.67,13.33,6.67,6.67,6.67,20,6.67,6.67,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,13.33,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,20,6.67,13.33,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am so lonely all the time,Yes,7,-0.283473355,14.28571429,14.28571429,5.89,7.67,89.63,1,7,0,100,57.14,14.29,14.29,14.29,0,0,0,0,0,14.29,0,14.29,14.29,14.29,0,14.29,0,0,0,0,14.29,14.29,0,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i feel suicidal a lot nowadays,Yes,6,-0.306186218,16.66666667,16.66666667,93.26,4.8,98.01,25.77,6,33.33,100,33.33,16.67,16.67,16.67,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,0,16.67,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
just sick of everything i guess,Yes,6,-0.306186218,16.66666667,16.66666667,18.82,50,23.51,1,6,16.67,100,66.67,33.33,16.67,16.67,0,0,0,0,16.67,0,16.67,0,16.67,0,0,16.67,16.67,0,0,0,0,16.67,0,16.67,0,0,0,16.67,0,0,0,0,33.33,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
